sentence;class
 Состав команды ;0
 Распределение задач ;0
 Характеристика команды ;0
ЗАКЛЮЧЕНИЕ ;0
 Состав команды;0
Члены нашей команды;0
Уральский Данил Петрович - лидер, ответственный за написание интерфейса и модуля, взаимодействующего с БД;0
Назаров Илья Алексеевич - ответственный за написание нейронной сети и детектирование регистрационного номера транспортного средства;0
Мальцев Всеволод Максимович - ответственный за написание нейронной сети и сегментации регистрационного номера транспортного средства на символы;0
Деканадзе Даниил Давидович - ответственный за написание интерфейса, тестирование и создание датасета;0
Научный руководитель;0
Аврискин Михаил Владимирович;0
 Распределение задач;0
Задачи первую  и вторую  выполняла вся команда, чтобы все имели полное представление о том, что нам предстояло реализовать;0
На выполнение этих задач было выделено время с . до .;0
Задачу под номером три  взялся выполнять Деканадзе Даниил, на это ему потребовалось время с . до .;0
Задачу под номером четыре  выполняли Мальцев Всеволод и Назаров Илья и выполнили её за время с . до .;0
Пятую задачу  решил выполнять Назаров Илья, на это ему потребовалось время с . до .;0
Шестую задачу  взял на себя Мальцев Всеволод и выполнил её за срок с . до .;0
Седьмая задача  была взята Уральским Данилом, данная задача была выполнена в срок с . до .;0
Задачу номер восемь  взяли Уральский Данил и Деканадзе Даниил и выполнили её за время с . до .;0
Задачу номер девять  взял на себя Деканадзе Даниил, тестировал приложение два дня с . до .;0
 Характеристика команды;0
Уральский Данил Петрович - хорошо показал себя при работе над поставленными задачами, а также помогал остальным членам команды, если у них возникали трудности;0
Назаров Илья Алексеевич - отлично проявил себя при выполнении поставленных задач и в помощи другим членам команды;0
Мальцев Всеволод Максимович - достойно показал свои навыки при выполнении поставленных перед ним задач, а также в помощи остальным членам команды;0
Деканадзе Даниил Давидович - неплохо проявил себя в работе над назначенными ему задачами, делал всё в срок и без нареканий;0
ЗАКЛЮЧЕНИЕ;0
